#{"t_start": 1672841643.1367772, "env_id": null}
r,l,t
68,81,7526.63949
65,74,7529.155553
85,102,7532.74009
26,37,7533.944758
24,35,7535.17469
85,102,7538.648554
63,72,7541.158704
52,67,7543.485649
108,121,7547.588075
89,102,7551.204454
114,131,7555.638615
83,96,7559.045421
25,36,7560.292865
24,39,7561.666345
59,68,7564.018372
12,23,7564.896296
105,118,7568.831207
65,78,7571.56673
23,38,7572.825238
28,39,7574.232574
43,54,7576.117529
91,104,7579.758673
172,187,7586.109076
89,102,7589.725934
115,132,7594.221372
91,104,7597.853129
64,73,7600.346019
112,129,7604.8191
98,111,7608.719335
24,39,7610.082022
93,106,7613.628766
100,113,7617.652434
103,116,7621.57695
42,51,7623.279863
85,102,7626.890513
105,116,7630.880454
85,102,7634.341481
99,112,7638.177969
92,109,7641.910939
40,51,7643.630131
75,88,7646.684751
20,31,7647.821645
94,107,7651.522647
114,131,7656.01721
66,75,7658.535289
55,66,7660.87873
118,131,7665.433718
21,32,7666.585332
65,74,7669.115923
75,88,7672.241139
91,108,7675.974925
115,132,7680.525359
64,77,7683.225874
114,131,7687.722163
115,132,7692.250957
65,74,7694.842455
85,102,7698.278949
52,67,7700.598491
99,112,7704.445512
16,27,7705.391021
65,74,7707.823501
46,55,7709.736448
111,124,7713.992832
112,125,7718.321473
24,39,7719.718776
18,29,7720.747751
96,105,7724.370606
43,52,7726.161768
161,170,7732.105338
112,129,7736.623739
108,121,7740.638707
51,62,7742.79506
115,132,7747.246099
230,255,7756.050257
60,69,7758.491804
87,100,7761.860512
91,100,7765.301246
87,100,7768.685607
108,119,7772.889539
52,67,7775.185875
89,102,7778.703377
39,50,7780.446642
65,74,7783.052106
85,102,7786.524216
89,102,7789.976627
95,112,7793.906123
28,39,7795.319242
16,31,7796.355534
112,129,7800.930459
59,68,7803.291863
52,67,7805.504048
66,75,7808.124962
104,121,7812.333895
91,104,7816.042856
63,72,7818.574462
27,38,7819.957479
31,42,7821.402784
42,53,7823.295652
136,147,7828.27535
24,39,7829.65396
39,50,7831.421923
65,74,7833.966146
25,36,7835.23065
52,67,7837.559993
28,39,7838.92236
26,37,7840.256835
86,95,7843.487335
105,122,7847.723487
85,102,7851.286767
44,53,7853.166696
89,102,7856.715543
90,111,7860.628062
79,92,7863.854625
24,35,7865.118551
25,36,7866.362965
129,138,7870.966627
46,55,7872.903397
113,130,7877.440381
69,78,7880.07842
98,111,7883.890871
109,120,7888.043917
117,130,7892.474599
209,220,7899.982454
24,35,7901.231278
110,121,7905.367131
111,126,7909.706069
53,68,7912.117539
114,131,7916.631772
27,38,7917.895008
120,131,7922.541172
52,67,7924.923028
29,40,7926.281524
109,116,7930.227164
94,107,7933.884941
27,38,7935.263561
93,102,7938.722929
79,88,7941.733807
93,110,7945.636639
99,112,7949.542699
64,73,7952.054346
65,74,7954.665451
29,40,7956.048615
42,51,7957.760857
95,108,7961.606998
91,104,7965.243212
110,127,7969.703697
40,51,7971.509212
90,103,7975.047688
119,132,7979.675377
93,106,7983.333153
89,102,7986.901391
95,104,7990.580755
63,72,7993.131265
69,78,7995.906183
56,65,7998.146791
99,106,8001.865214
86,99,8005.3211
100,113,8009.235217
28,39,8010.638553
118,131,8015.234011
58,67,8017.6079
97,110,8021.566574
95,108,8025.324236
93,102,8028.855485
85,102,8032.460104
111,128,8037.032024
114,131,8041.419267
25,36,8042.644879
111,120,8046.791108
107,120,8051.010929
58,67,8053.393381
54,69,8055.779764
89,102,8059.385331
123,134,8064.008422
103,116,8068.086715
69,82,8070.946696
64,73,8073.485128
93,106,8077.274205
86,95,8080.536549
97,110,8084.36953
29,40,8085.813081
65,74,8088.458518
85,102,8091.972489
64,73,8094.52242
45,54,8096.442296
110,127,8100.814008
85,102,8104.486481
103,108,8108.276069
28,39,8109.66831
25,36,8111.009796
116,127,8115.484432
95,108,8119.187087
27,38,8120.560786
30,41,8121.997073
92,105,8125.662785
11,22,8126.551532
112,125,8130.892193
110,123,8135.12711
107,124,8139.430421
103,116,8143.435779
1,12,8143.865453
6,17,8144.466881
90,103,8148.106519
57,66,8150.422795
43,52,8152.21402
24,35,8153.483248
58,67,8155.866075
112,129,8160.328359
116,127,8164.710501
65,74,8167.310542
27,38,8168.707852
94,107,8172.471211
94,107,8176.143352
80,89,8179.352719
65,74,8181.95352
84,97,8185.367822
100,111,8189.243128
102,115,8193.304868
112,129,8197.778446
40,49,8199.45444
112,129,8203.98943
26,37,8205.324091
45,58,8207.379669
103,116,8211.457369
115,128,8215.887042
59,68,8218.341499
54,69,8220.858387
85,102,8224.40194
81,90,8227.597882
91,104,8231.266623
104,117,8235.308628
234,245,8243.985433
115,128,8248.522164
107,120,8252.860394
112,129,8257.40232
86,99,8260.902518
87,102,8264.470036
61,70,8266.940534
109,122,8271.277816
34,45,8272.881076
227,252,8281.927519
32,43,8283.486741
98,111,8287.361754
118,129,8292.024557
47,56,8294.004958
107,120,8298.290434
52,67,8300.651301
25,36,8302.028071
73,82,8305.20309
32,43,8306.941951
85,102,8310.878057
91,104,8314.93504
113,124,8319.747624
12,23,8320.711593
84,101,8324.597684
85,98,8328.316781
19,30,8329.385232
58,67,8331.802747
115,132,8336.44051
28,39,8337.85986
116,129,8342.420389
19,30,8343.487112
12,23,8344.342509
92,105,8347.919073
117,130,8352.521586
92,105,8356.1701
90,103,8359.839084
114,131,8364.433446
65,74,8367.038968
17,28,8368.042843
111,122,8372.343975
7,18,8372.954869
29,40,8374.352655
52,67,8376.754154
97,110,8380.860016
108,113,8384.846763
116,129,8389.247532
62,71,8391.75686
34,45,8393.320611
106,119,8397.469155
93,106,8401.13369
15,26,8402.167007
14,25,8403.05233
28,39,8404.443137
85,94,8407.644876
78,91,8410.864093
186,199,8417.885486
34,45,8419.468057
25,36,8420.766043
90,103,8424.394013
110,123,8428.598474
115,128,8433.002935
66,75,8435.575345
60,69,8437.994432
102,115,8442.038716
14,25,8442.957539
98,115,8447.048895
71,80,8449.828181
94,107,8453.53388
13,24,8454.379144
80,89,8457.427757
25,36,8458.710624
110,123,8462.975792
111,124,8467.208606
118,129,8471.663489
55,64,8473.986401
96,109,8477.78595
29,40,8479.179333
56,65,8481.48395
224,241,8490.025307
65,74,8492.543425
115,128,8496.991041
24,35,8498.245919
91,102,8501.9429
17,28,8502.922825
20,31,8504.001605
82,91,8507.14507
115,128,8511.600694
61,70,8514.044161
94,107,8517.87331
90,103,8521.537232
115,128,8526.100755
58,67,8528.423163
49,58,8530.383518
33,44,8531.922842
227,244,8540.383511
93,110,8544.289898
89,102,8547.824934
24,39,8549.194761
6,25,8550.079856
60,69,8552.572497
62,71,8554.999636
36,47,8556.658495
11,22,8557.548205
7,18,8558.154279
13,24,8559.02915
65,74,8561.664495
65,74,8564.271407
214,231,8572.333935
93,106,8575.907428
106,115,8579.886612
55,64,8582.107525
35,46,8583.766626
117,130,8588.251127
115,132,8592.79604
116,129,8597.320208
103,116,8601.360864
10,21,8602.206661
116,129,8606.68216
94,107,8610.447375
92,105,8614.041136
65,74,8616.573017
61,74,8619.197639
94,107,8622.957213
75,84,8625.863352
94,107,8629.544657
57,66,8631.865247
57,66,8634.131349
25,36,8635.377943
196,209,8642.711111
140,155,8647.979112
108,121,8652.302037
114,127,8656.704764
66,75,8659.291566
60,69,8661.683297
118,131,8666.350716
15,26,8667.320489
30,41,8668.715727
41,50,8670.461112
94,107,8674.167166
94,107,8677.911871
230,247,8686.605238
112,125,8691.001516
40,49,8692.689934
235,252,8701.50762
18,29,8702.524882
92,105,8706.191611
65,74,8708.821107
116,129,8713.322105
59,68,8715.607949
117,130,8720.258316
91,104,8723.873498
85,102,8727.384799
112,127,8731.873884
16,27,8732.876614
94,107,8736.667152
116,129,8741.160789
28,39,8742.536418
91,104,8746.133524
65,74,8748.748279
115,128,8753.241132
85,94,8756.600125
92,105,8760.294836
65,74,8762.835408
53,62,8765.055038
111,122,8769.344378
89,102,8772.940298
64,73,8775.516485
116,129,8780.109146
66,75,8782.797993
200,209,8790.071321
50,59,8792.203596
22,33,8793.363843
110,123,8797.681583
28,39,8799.096599
103,114,8803.054938
44,53,8804.96241
14,25,8805.820473
95,108,8809.657058
52,61,8811.790266
35,46,8813.417552
66,75,8815.944685
21,32,8817.090872
77,86,8820.158927
23,38,8821.497289
96,103,8825.101756
114,131,8829.716686
55,68,8832.088485
151,156,8837.664572
90,103,8841.269309
228,241,8849.584675
114,127,8854.012886
95,108,8857.788628
65,74,8860.351936
77,86,8863.411003
68,77,8866.037544
14,25,8866.883348
56,65,8869.164752
81,102,8872.780955
111,124,8877.08549
90,103,8880.711264
117,128,8885.196855
93,106,8888.835055
109,122,8893.243106
89,102,8896.820998
91,104,8900.385271
29,40,8901.825573
74,87,8904.892765
60,69,8907.246403
76,85,8910.202309
220,229,8918.265762
91,100,8921.701277
91,104,8925.274014
107,120,8929.435671
25,36,8930.726457
117,130,8935.185908
93,106,8938.923965
78,85,8941.926918
113,126,8946.288606
93,106,8950.088779
33,44,8951.663568
41,52,8953.520131
71,80,8956.361557
27,38,8957.693577
95,108,8961.534634
27,38,8962.884087
105,112,8966.77997
65,74,8969.358631
28,39,8970.725143
79,92,8973.954579
59,68,8976.301584
94,107,8980.03444
113,126,8984.381402
97,110,8988.269357
60,69,8990.707676
102,111,8994.607728
200,213,9002.057048
90,103,9005.673049
112,129,9010.144587
7,18,9010.823321
117,130,9015.357686
57,66,9017.711467
168,177,9023.847646
114,127,9028.351898
93,106,9032.028907
107,124,9036.336309
110,123,9040.628625
2,13,9041.100382
40,51,9042.926375
85,92,9046.109302
109,118,9050.247584
118,131,9054.814716
19,30,9055.938206
54,67,9058.277581
65,74,9060.971192
94,107,9064.732463
115,128,9069.276041
66,75,9071.804843
89,102,9075.449898
57,66,9077.805931
113,126,9082.243322
98,107,9086.001518
101,114,9089.96491
60,69,9092.41398
16,27,9093.404736
15,26,9094.363753
88,101,9097.893735
82,91,9101.117837
95,108,9104.863085
87,102,9108.448243
97,110,9112.310547
28,39,9113.666628
89,102,9117.229703
118,131,9121.899337
116,129,9126.468322
174,187,9133.125407
28,39,9134.474058
157,166,9140.376194
19,30,9141.388865
92,105,9145.193714
84,93,9148.450617
22,37,9149.768961
66,75,9152.490057
64,73,9155.085675
94,107,9158.850707
24,39,9160.307207
65,74,9162.925473
62,71,9165.47593
56,65,9167.775403
91,104,9171.421524
116,129,9175.908843
120,129,9180.496773
102,115,9184.562409
56,65,9186.828378
92,105,9190.519314
81,90,9193.601094
96,109,9197.50624
95,108,9201.251773
28,39,9202.560598
94,103,9206.240063
71,80,9209.136978
142,157,9214.60609
118,131,9219.273704
114,127,9223.781347
59,68,9226.157339
100,113,9230.086502
113,126,9234.546407
71,80,9237.399955
19,34,9238.618392
94,107,9242.415976
89,102,9245.942253
111,124,9250.291443
57,66,9252.62816
11,22,9253.377212
71,80,9256.237661
99,112,9260.147819
59,68,9262.534222
94,107,9266.247664
14,25,9267.143883
105,118,9271.302353
28,39,9272.705748
104,117,9276.845046
116,129,9281.390017
33,48,9283.112408
120,131,9287.778002
58,67,9290.131553
118,129,9294.654106
113,126,9299.073145
67,76,9301.691105
93,106,9305.481427
114,119,9309.705883
98,107,9313.463716
100,113,9317.520548
100,113,9321.460164
57,66,9323.713171
93,106,9327.393348
110,123,9331.782319
60,69,9334.203793
8,19,9334.909368
91,104,9338.630219
18,29,9339.662965
137,152,9345.007929
107,120,9349.30068
66,75,9351.988112
86,95,9355.261535
113,126,9359.661241
226,239,9367.963084
39,50,9369.752797
112,125,9374.104878
92,105,9377.808398
113,130,9382.336146
82,95,9385.736985
65,74,9388.355253
120,129,9392.896823
238,251,9401.670472
45,54,9403.742535
212,229,9411.862349
73,82,9414.76772
91,104,9418.396774
116,129,9422.970918
112,125,9427.34791
7,18,9428.069705
65,74,9430.647966
19,30,9431.776903
86,95,9435.093233
104,113,9439.25917
122,131,9443.727662
78,91,9447.02236
89,102,9450.744131
22,33,9451.918157
93,106,9455.587321
119,132,9460.245153
7,18,9461.003602
116,129,9465.628816
26,37,9466.968696
28,39,9468.450869
111,132,9473.082473
11,22,9473.936244
24,35,9475.124788
65,74,9477.912619
61,70,9480.360313
19,30,9481.527555
114,131,9486.110653
80,89,9489.24743
89,102,9492.888654
103,110,9496.820415
58,67,9499.186235
113,126,9503.541736
85,94,9506.991765
44,53,9508.874603
210,227,9516.802264
89,102,9520.384132
116,129,9524.964037
94,107,9528.811149
185,198,9535.804949
12,23,9536.623355
14,25,9537.563494
114,127,9541.934335
112,125,9546.314142
13,24,9547.181626
75,88,9550.28427
65,74,9552.881289
100,113,9556.84794
57,66,9559.283157
11,22,9560.018658
114,127,9564.484087
59,68,9566.880524
57,66,9569.293869
28,39,9570.717039
61,70,9573.273636
64,73,9575.803612
98,111,9579.75016
68,77,9582.490498
89,102,9586.122794
10,21,9586.874387
99,112,9590.862507
113,130,9595.458524
119,132,9600.14913
100,113,9604.626986
87,96,9608.209241
33,44,9609.900713
115,128,9614.710703
6,17,9615.351036
9,20,9616.160796
11,22,9616.956651
109,126,9621.71773
39,48,9623.551142
99,108,9627.618509
115,132,9632.537417
93,106,9636.274986
94,107,9640.191111
98,107,9644.082613
58,67,9646.711544
94,103,9650.515728
113,126,9655.105704
61,70,9657.677098
65,74,9660.432419
65,74,9663.035652
110,125,9667.507086
116,129,9672.084707
98,111,9676.123684
11,22,9676.890685
117,130,9681.636475
155,170,9687.707915
9,20,9688.423875
113,126,9692.911646
118,131,9697.532165
102,115,9701.711747
100,113,9705.712188
14,25,9706.659179
118,131,9711.220891
14,29,9712.375562
15,26,9713.314603
93,106,9717.117847
26,37,9718.42384
240,257,9727.592294
115,132,9732.289443
61,70,9734.742514
93,106,9738.477213
75,88,9741.650009
28,39,9743.069062
71,80,9745.906382
88,97,9749.379175
103,112,9753.332293
65,74,9756.032577
26,37,9757.336605
65,74,9759.915554
18,29,9761.015169
238,255,9769.968462
11,22,9770.785229
9,20,9771.492875
106,115,9775.563442
103,116,9779.664468
66,75,9782.273973
93,102,9785.887734
19,30,9786.913968
9,20,9787.693466
57,70,9790.182699
103,116,9794.31931
113,130,9798.859199
17,28,9799.839095
77,86,9802.940743
122,131,9807.631146
15,26,9808.528492
117,130,9813.111986
24,35,9814.323255
22,33,9815.665668
17,28,9816.695687
60,69,9819.093153
94,107,9822.899548
17,28,9823.923294
106,119,9828.057269
118,131,9832.691972
102,115,9836.734701
28,39,9838.140631
26,37,9839.46598
91,104,9843.146033
318,339,9855.113093
97,106,9858.940797
93,106,9862.684464
79,88,9865.920073
64,73,9868.447385
99,112,9872.401251
65,74,9874.990488
94,107,9878.787518
91,104,9882.43737
91,104,9886.123983
77,86,9889.221437
106,119,9893.371801
107,120,9897.611687
114,127,9902.197944
111,124,9906.607461
1,12,9907.033251
118,131,9911.693315
64,73,9914.253209
107,120,9918.504093
82,95,9921.933856
47,56,9923.903364
93,106,9927.594763
118,131,9932.282832
24,39,9933.748065
85,102,9937.331513
210,227,9945.530077
24,35,9946.803542
65,74,9949.379959
63,72,9951.953965
55,64,9954.247522
94,107,9958.237997
225,238,9966.705597
20,31,9967.778771
17,28,9968.799321
104,113,9972.854305
64,73,9975.45937
63,72,9978.027261
117,130,9982.556569
116,129,9987.285473
15,26,9988.160257
28,39,9989.622352
108,117,9993.746228
15,26,9994.715912
66,75,9997.371133
60,69,9999.90695
100,113,10003.904198
26,37,10005.306222
89,102,10008.979544
95,108,10012.852736
60,69,10015.264927
114,127,10019.784658
70,87,10022.825656
113,126,10027.32963
8,19,10028.049174
14,25,10028.964407
100,107,10032.838016
59,68,10035.282904
61,70,10037.739026
237,254,10046.835607
116,129,10051.446162
85,102,10055.069723
107,120,10059.359238
47,60,10061.521739
60,69,10064.013489
28,39,10065.341207
113,126,10069.876125
28,39,10071.335037
65,74,10074.006016
60,69,10076.477192
93,106,10080.244332
56,65,10082.524912
92,105,10086.270259
20,31,10087.44449
107,120,10091.713738
61,70,10094.274074
65,74,10096.857608
89,96,10100.362748
112,125,10104.774295
109,122,10109.275837
113,126,10113.675037
216,229,10121.836552
115,128,10126.379927
119,130,10131.0448
65,74,10133.688252
24,35,10134.905958
116,129,10139.552351
11,22,10140.338121
93,106,10144.203314
107,116,10148.374729
98,107,10152.178807
65,82,10155.184862
65,74,10157.76805
63,72,10160.366423
106,113,10164.477895
115,128,10169.192447
114,131,10173.846227
84,97,10177.277836
22,33,10178.428582
106,119,10182.704762
108,117,10186.847872
89,102,10190.495957
15,26,10191.496791
177,180,10197.946974
92,105,10201.668721
107,120,10205.928884
96,109,10209.772121
28,39,10211.174361
11,22,10211.985759
97,104,10215.650667
6,17,10216.288334
18,29,10217.363655
116,129,10221.945013
95,108,10225.850804
111,120,10230.074356
92,105,10234.004023
19,30,10235.068862
108,121,10239.43172
214,231,10247.654885
94,107,10251.570601
76,85,10254.571707
113,130,10259.185493
112,125,10263.622173
84,91,10266.896973
107,120,10271.135927
71,80,10274.019018
77,86,10277.062922
15,26,10278.095829
13,24,10278.993156
92,105,10282.713264
111,124,10287.141494
115,128,10291.697448
115,128,10296.228013
22,33,10297.433595
88,97,10300.906419
59,68,10303.392901
190,199,10310.488096
94,107,10314.28363
62,71,10316.859771
90,103,10320.503983
115,128,10325.114489
33,44,10326.728023
61,70,10329.23006
111,128,10333.9004
114,131,10338.625938
71,80,10341.528678
114,127,10346.066882
21,32,10347.272452
9,20,10348.024126
110,123,10352.375651
112,125,10356.891335
58,67,10359.382324
91,108,10363.276438
12,23,10364.152196
18,29,10365.218664
59,68,10367.740446
44,53,10369.660427
17,28,10370.678206
107,120,10374.984326
63,72,10377.610245
15,26,10378.637377
79,88,10381.830293
107,120,10386.1501
76,89,10389.362983
28,39,10390.752064
117,130,10395.351664
112,129,10399.936116
227,230,10408.218803
57,68,10410.754251
25,36,10412.110068
115,128,10416.933216
60,69,10419.486983
9,20,10420.2278
90,103,10424.11729
119,132,10428.968088
90,103,10432.71673
113,126,10437.181012
8,19,10437.936819
107,120,10442.213774
59,68,10444.702005
109,122,10449.161608
92,105,10452.875746
93,100,10456.552066
109,126,10461.088278
214,231,10469.311716
88,105,10472.906223
218,231,10481.098625
89,102,10484.79757
212,229,10492.946538
17,28,10494.023236
14,25,10494.879207
64,73,10497.520777
60,69,10500.121024
28,39,10501.485268
27,38,10502.957366
91,104,10506.693977
92,105,10510.416313
94,107,10514.21207
48,57,10516.270518
28,39,10517.701867
116,129,10522.39395
9,20,10523.106079
109,122,10527.510699
91,104,10531.301168
91,104,10535.066599
92,105,10538.824971
107,120,10543.144986
112,125,10547.637068
19,30,10548.781009
75,84,10551.755825
103,116,10555.87632
60,69,10558.329609
214,227,10566.379898
92,105,10570.134456
60,69,10572.602325
112,125,10577.140641
88,101,10580.86319
66,75,10583.499571
184,197,10590.505923
54,63,10592.705831
28,39,10594.113887
108,129,10598.75425
87,100,10602.322862
112,125,10606.902453
99,106,10610.728351
20,31,10611.912468
93,106,10615.670467
107,120,10619.988799
117,130,10624.621557
43,60,10626.744941
218,235,10635.067062
116,129,10639.697557
95,108,10643.619044
19,30,10644.670305
65,74,10647.375863
113,126,10651.950154
60,69,10654.469636
89,102,10658.130593
115,132,10662.774734
28,39,10664.229292
109,122,10668.614688
80,89,10671.878723
126,137,10676.656459
97,106,10680.445249
22,33,10681.733156
27,38,10683.072134
63,72,10685.56295
93,106,10689.391447
71,80,10692.213868
41,50,10694.036025
62,71,10696.556737
89,102,10700.268306
94,107,10704.068614
22,33,10705.284345
18,29,10706.38299
11,22,10707.172936
97,110,10711.117076
47,56,10713.114764
109,122,10717.384574
116,129,10721.993408
11,22,10722.825768
11,22,10723.593578
112,129,10728.213496
111,128,10732.761205
100,117,10736.951839
59,68,10739.403084
95,104,10743.065681
21,32,10744.247677
12,23,10745.145786
1,12,10745.609287
180,193,10752.490615
21,32,10753.634094
112,125,10758.08526
85,102,10761.850478
93,106,10765.560672
114,127,10770.141065
115,132,10774.834146
93,106,10778.562682
91,104,10782.272796
112,125,10786.900305
202,223,10794.805647
90,103,10798.474637
18,29,10799.498721
28,39,10800.95405
53,66,10803.316004
115,132,10808.026579
103,116,10812.116806
92,99,10815.685653
25,36,10816.994764
27,38,10818.388308
28,39,10819.794594
115,128,10824.34381
15,26,10825.283935
16,27,10826.292395
186,199,10833.335097
96,105,10837.157365
89,102,10840.690989
98,107,10844.449909
116,129,10849.050159
19,30,10850.208917
17,28,10851.249592
15,26,10852.136276
59,68,10854.644714
